pid	trial_id	TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePoint
0	1	333.1	981.9533	577.8865	0	957.6659	571.6537	0	969.8096	574.770
0	1	349.7	967.4876	591.3590	0	967.1477	585.4364	0	967.3176	588.397
0	1	366.4	981.0881	599.8218	0	948.1666	567.8459	0	964.6274	583.833
0	1	383.1	974.1266	585.7057	0	946.2914	572.6841	0	960.2090	579.194
0	1	399.7	975.3931	582.5291	0	960.5753	563.0818	0	967.9842	572.805
0	1	416.3	966.6959	598.7867	0	957.4225	575.6223	0	962.0592	587.204
0	1	433.1	973.4654	591.1159	0	949.6829	561.9475	0	961.5742	576.531
0	1	449.7	972.0990	593.0980	0	946.4660	595.3259	0	959.2825	594.211
0	1	466.3	964.7630	585.2409	0	946.4108	592.2858	0	955.5869	588.763
0	1	482.9	969.7827	590.6187	0	955.3907	583.6475	0	962.5867	587.133
0	1	499.7	985.4160	579.0459	0	978.2228	572.9118	0	981.8194	575.978
0	2	0.0	993.7417	597.2065	0	962.0867	579.7622	0	977.9142	588.484
0	2	16.6	989.5586	609.0457	0	960.8027	582.8128	0	975.1807	595.929
0	2	33.2	982.7575	600.0471	0	951.6273	584.2690	0	967.1924	592.158
0	2	49.9	977.9905	620.8746	0	973.3563	592.1768	0	975.6734	606.525
0	2	66.6	983.4395	577.1082	0	968.6689	584.5414	0	976.0542	580.824
0	2	83.2	989.7629	574.8225	0	969.2949	572.5838	0	979.5289	573.703
0	2	99.9	986.9214	596.1488	0	962.3073	583.8712	0	974.6143	590.010
0	2	116.5	992.8576	584.9589	0	959.4500	578.9771	0	976.1538	581.968
0	2	133.2	993.0092	593.3411	0	967.2329	566.2417	0	980.1211	579.791
0	2	149.8	963.6486	600.2359	0	971.1767	570.1220	0	967.4127	585.178
0	2	166.5	995.0670	584.3512	0	947.8993	586.3225	0	971.4831	585.336
0	2	183.1	978.1007	599.5948	0	958.6381	569.4157	0	968.3694	584.505
0	2	199.8	992.8187	588.0761	0	969.9313	568.6438	0	981.3750	578.359
0	2	216.5	988.6491	593.0061	0	970.1062	579.5005	0	979.3776	586.253
0	2	233.1	996.6001	581.3999	0	976.5330	573.8957	0	986.5666	577.647
0	2	249.7	981.3835	591.1940	0	959.6394	567.6734	0	970.5114	579.433
0	2	266.4	981.8118	600.3157	0	957.4733	565.1387	0	969.6426	582.727
0	2	283.1	987.5862	595.3673	0	967.6703	588.5325	0	977.6282	591.949
0	2	299.7	980.7107	594.2096	0	967.3588	577.1473	0	974.0347	585.678
0	2	316.3	984.4015	593.6124	0	962.9909	584.8238	0	973.6962	589.218
0	2	333.1	990.6793	572.8533	0	959.4223	588.0192	0	975.0508	580.436
0	2	349.7	989.7387	564.2969	0	953.9009	587.8678	0	971.8198	576.082
0	2	366.3	989.3335	569.2540	0	957.3656	593.1033	0	973.3496	581.178
0	2	382.9	985.9037	576.3944	0	974.5763	565.0989	0	980.2400	570.746
0	2	399.7	976.0046	601.9709	0	961.1373	571.8270	0	968.5709	586.898
0	2	416.3	985.3103	592.5594	0	967.4276	585.7518	0	976.3690	589.155
0	2	432.9	969.6352	603.6226	0	966.6417	566.7914	0	968.1385	585.207
0	2	449.5	973.7375	583.2768	0	974.3799	574.2628	0	974.0587	578.769
0	2	466.3	970.9946	577.7615	0	971.8168	575.8414	0	971.4057	576.801
0	2	482.9	984.4062	560.1901	0	973.5702	587.3552	0	978.9882	573.772
0	3	0.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	16.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	33.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	50.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	66.6	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	83.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	99.9	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	116.6	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	133.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	149.9	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	166.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	183.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	199.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	216.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	233.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	249.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	266.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	283.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	299.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	316.4	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	333.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	349.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	366.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	383.1	996.3854	549.0010	0	971.1729	542.2008	0	983.7791	545.600
0	3	399.7	984.0122	558.1569	0	972.7657	544.8470	0	978.3889	551.502
0	3	416.3	973.0778	526.5859	0	967.5479	552.8369	0	970.3129	539.711
0	3	433.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	449.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	3	466.3	984.7094	568.2445	0	965.3247	564.2346	0	975.0171	566.239
0	3	482.9	980.5488	562.7739	0	965.3050	555.7982	0	972.9269	559.286
0	3	499.5	1000.5011	534.6557	0	955.4227	546.1835	0	977.9619	540.419
0	4	0.0	973.2364	586.9440	0	983.3743	594.2890	0	978.3053	590.616
0	4	16.8	979.2492	577.5461	0	965.4889	607.3820	0	972.3691	592.464
0	4	33.4	968.7412	571.9996	0	984.3855	603.8142	0	976.5634	587.906
0	4	50.0	973.3830	584.7118	0	943.2787	599.9050	0	958.3308	592.308
0	4	66.7	981.1131	598.7910	0	949.0493	602.0563	0	965.0812	600.423
0	4	83.4	976.4109	589.5133	0	960.2764	612.1254	0	968.3437	600.819
0	4	100.0	976.1226	598.0515	0	961.6136	585.6776	0	968.8681	591.864
0	4	116.6	1013.1003	590.9872	0	969.8238	585.7453	0	991.4620	588.366
0	4	133.4	984.3494	607.3897	0	941.9607	591.0810	0	963.1550	599.235
0	4	150.0	978.7103	609.3819	0	950.6271	597.3509	0	964.6687	603.366
0	4	166.6	994.4021	606.0930	0	953.9208	584.6006	0	974.1615	595.346
0	4	183.2	1001.7330	600.5829	0	966.5383	590.0997	0	984.1356	595.341
0	4	199.8	999.6148	601.3365	0	956.5528	592.3584	0	978.0838	596.847
0	4	216.6	991.8764	620.7063	0	950.5630	585.0430	0	971.2197	602.874
0	4	233.2	991.3156	600.9600	0	969.6334	599.4563	0	980.4745	600.208
0	4	249.8	998.5766	593.4075	0	963.3244	593.0629	0	980.9505	593.235
0	4	266.5	995.1758	614.6507	0	980.9494	588.9961	0	988.0626	601.823
0	4	283.2	986.5126	598.6139	0	968.1582	595.4230	0	977.3354	597.018
0	4	299.8	982.9905	601.8279	0	957.5726	570.3740	0	970.2815	586.101
0	4	316.4	995.6208	611.8055	0	952.7264	595.7848	0	974.1736	603.795
0	4	333.1	981.9161	624.1651	0	955.2971	592.6073	0	968.6066	608.386
0	4	349.8	980.7737	611.9478	0	969.1841	602.2776	0	974.9789	607.112
0	4	366.4	1000.0128	588.8855	0	963.5578	580.6218	0	981.7853	584.753
0	4	383.1	977.7881	619.0967	0	957.9772	584.2618	0	967.8827	601.679
0	4	399.7	993.2815	617.3155	0	966.3987	566.1904	0	979.8401	591.753
0	4	416.4	989.3865	606.1680	0	960.8498	591.1499	0	975.1182	598.659
0	4	433.1	991.5329	611.5890	0	934.8906	605.1690	0	963.2117	608.379
0	4	449.7	989.4242	624.8579	0	952.2752	598.4929	0	970.8497	611.675
0	4	466.3	986.2641	602.5349	0	946.0848	589.2739	0	966.1745	595.904
0	4	483.1	982.2143	633.2723	0	955.9590	594.3604	0	969.0867	613.816
0	5	0.0	983.3804	604.5615	0	943.7601	587.9432	0	963.5702	596.252
0	5	16.6	990.4401	596.2821	0	926.9987	580.5953	0	958.7194	588.438
0	5	33.4	979.7875	608.9711	0	945.3675	599.1103	0	962.5775	604.040
0	5	50.0	981.6757	600.8152	0	951.5350	589.0343	0	966.6053	594.924
0	5	66.6	982.2841	606.5892	0	963.0245	591.9534	0	972.6543	599.271
0	5	83.2	975.9236	608.9716	0	966.1856	586.4503	0	971.0546	597.710
0	5	100.0	995.3383	611.2837	0	970.5271	583.7622	0	982.9327	597.522
0	5	116.6	984.9675	602.7089	0	952.5021	585.9296	0	968.7348	594.319
0	5	133.2	979.4048	614.0399	0	944.8846	586.7288	0	962.1447	600.384
0	5	149.9	991.6202	590.5676	0	942.2418	579.0333	0	966.9310	584.800
0	5	166.6	1005.6260	580.7938	0	949.7309	585.1563	0	977.6785	582.975
0	5	183.2	989.2608	592.6093	0	950.6907	585.4738	0	969.9758	589.041
0	5	199.8	990.0478	610.2821	0	938.7463	601.6181	0	964.3971	605.950
0	5	216.5	998.0968	627.2796	0	953.4559	589.1668	0	975.7763	608.223
0	5	233.2	991.4787	595.9472	0	950.2859	581.0790	0	970.8823	588.513
0	5	249.8	986.6486	617.6172	0	954.3224	593.2731	0	970.4855	605.445
0	5	266.5	995.3528	612.7870	0	956.4577	585.4664	0	975.9052	599.126
0	5	283.1	996.8040	593.5114	0	963.1470	580.4210	0	979.9755	586.966
0	5	299.8	998.8107	586.3149	0	958.8990	582.1515	0	978.8549	584.233
0	5	316.5	1007.7726	583.5481	0	949.7566	583.3803	0	978.7646	583.464
0	5	333.1	993.3661	607.5984	0	947.0837	578.7398	0	970.2249	593.169
0	5	349.7	988.6910	612.5415	0	961.5411	568.9241	0	975.1161	590.732
0	5	366.4	988.8204	611.3914	0	960.6776	570.4429	0	974.7490	590.917
0	5	383.1	983.7433	610.2201	0	942.3237	586.5396	0	963.0335	598.379
0	5	399.7	986.0999	612.9898	0	950.2487	594.3056	0	968.1743	603.647
0	5	416.3	997.1077	628.1500	0	943.9446	586.2479	0	970.5262	607.199
0	5	433.1	992.5399	616.0078	0	920.6399	579.8086	0	956.5899	597.908
0	5	449.7	1022.4763	590.7737	0	953.1422	591.6543	0	987.8093	591.214
0	5	466.3	981.5804	607.7215	0	945.5115	592.1049	0	963.5459	599.913
0	6	0.0	978.7860	638.2381	0	961.1107	598.2129	0	969.9483	618.225
0	6	16.7	975.1895	638.3324	0	951.8632	603.5723	0	963.5264	620.952
0	6	33.4	975.6863	636.7651	0	950.5616	614.7840	0	963.1239	625.774
0	6	50.0	965.2462	655.1589	0	968.4486	613.2849	0	966.8474	634.221
0	6	66.6	968.4001	630.4212	0	967.8897	582.1937	0	968.1449	606.307
0	6	83.4	962.3912	652.4750	0	954.7233	589.6625	0	958.5573	621.068
0	6	100.0	962.3647	620.9108	0	954.3581	583.0178	0	958.3614	601.964
0	6	116.6	961.2109	630.5793	0	951.3354	596.0649	0	956.2731	613.322
0	6	133.2	952.7072	648.4304	0	957.6463	606.0523	0	955.1767	627.241
0	6	150.0	977.8662	636.8873	0	970.5079	608.4677	0	974.1870	622.677
0	6	166.6	970.0668	646.2037	0	950.7106	589.6075	0	960.3887	617.905
0	6	183.2	961.5360	656.2043	0	960.2832	594.7066	0	960.9096	625.455
0	6	199.8	961.3693	633.4472	0	948.7041	638.5310	0	955.0367	635.989
0	6	216.6	954.7011	642.5645	0	937.0531	599.8928	0	945.8771	621.228
0	6	233.2	967.3932	627.1414	0	932.5554	590.7254	0	949.9743	608.933
0	6	249.8	975.6036	625.1760	0	945.9036	609.0455	0	960.7536	617.110
0	6	266.5	957.3190	645.1958	0	954.3840	605.4368	0	955.8515	625.316
0	6	283.2	970.1628	635.9496	0	946.4207	611.3472	0	958.2917	623.648
0	6	299.8	957.1879	617.9729	0	953.9263	608.2773	0	955.5571	613.125
0	6	316.5	951.3458	632.3704	0	954.1354	601.6519	0	952.7406	617.011
0	6	333.1	958.2279	635.3383	0	947.2613	589.9804	0	952.7446	612.659
0	6	349.8	964.6393	631.6420	0	959.5104	593.4242	0	962.0748	612.533
0	6	366.4	981.2263	630.2831	0	960.5672	608.2736	0	970.8967	619.278
0	6	383.1	968.1373	625.1180	0	966.9082	591.0395	0	967.5228	608.078
0	6	399.7	980.2544	625.2763	0	952.0560	599.8993	0	966.1552	612.587
0	6	416.4	966.3228	648.2456	0	950.7602	599.9976	0	958.5415	624.121
0	6	433.1	957.6606	625.2598	0	962.2132	602.2255	0	959.9369	613.742
0	6	449.7	962.0354	633.2971	0	941.7496	595.0611	0	951.8925	614.179
0	6	466.3	952.0533	636.7134	0	945.6491	602.7954	0	948.8512	619.754
0	6	483.0	966.3169	642.0609	0	950.6576	611.8194	0	958.4872	626.940
0	7	0.0	964.3186	609.3507	0	951.5358	570.5821	0	957.9272	589.966
0	7	16.6	986.8609	596.1948	0	953.7476	584.3695	0	970.3043	590.282
0	7	33.4	991.4980	589.6822	0	962.5288	586.9799	0	977.0134	588.331
0	7	50.0	977.5148	609.3775	0	945.2594	576.1085	0	961.3871	592.743
0	7	66.6	978.8693	609.0147	0	957.2141	576.1503	0	968.0417	592.582
0	7	83.2	988.0265	595.9291	0	970.1684	587.6204	0	979.0975	591.774
0	7	100.0	982.2248	599.5237	0	957.2474	576.4774	0	969.7361	588.000
0	7	116.6	959.3480	576.5714	0	953.2773	575.1694	0	956.3127	575.870
0	7	133.2	1003.4723	583.4064	0	960.6199	586.2948	0	982.0461	584.850
0	7	149.9	978.4472	583.3255	0	955.2473	567.4428	0	966.8473	575.384
0	7	166.6	983.5578	595.6927	0	965.8293	573.0714	0	974.6935	584.382
0	7	183.2	935.8014	592.7895	0	961.3502	577.8279	0	948.5758	585.308
0	7	199.8	999.4807	589.7863	0	930.1709	580.6399	0	964.8258	585.213
0	7	216.5	983.3998	576.1187	0	955.0463	580.9170	0	969.2230	578.517
0	7	233.2	979.9606	596.7279	0	954.8090	576.8247	0	967.3848	586.776
0	7	249.8	980.8214	607.4618	0	948.5027	570.8150	0	964.6620	589.138
0	7	266.5	973.8647	623.0046	0	949.3276	566.4985	0	961.5961	594.751
0	7	283.1	978.7159	598.7615	0	950.0634	579.3202	0	964.3896	589.040
0	7	299.8	987.8359	607.5690	0	973.8989	557.5713	0	980.8674	582.570
0	7	316.4	973.7023	585.9090	0	948.2846	591.1172	0	960.9934	588.513
0	7	333.1	973.2342	601.7070	0	942.0359	575.1102	0	957.6350	588.408
0	7	349.7	959.4756	610.8084	0	964.0943	589.8996	0	961.7849	600.354
0	7	366.4	992.9567	600.4290	0	968.0007	578.6315	0	980.4787	589.530
0	7	383.1	976.2113	591.3486	0	948.7492	568.9125	0	962.4802	580.130
0	7	399.7	970.0464	595.9831	0	941.4459	580.7344	0	955.7461	588.358
0	7	416.3	981.3393	591.9218	0	956.7496	562.2078	0	969.0445	577.064
0	7	433.1	961.3318	613.8608	0	949.7755	562.2428	0	955.5536	588.051
0	7	449.7	970.4832	605.8557	0	961.4426	546.4977	0	965.9629	576.176
0	7	466.3	957.1132	613.0965	0	957.5658	593.3737	0	957.3395	603.235
0	7	482.9	1002.5582	601.4454	0	955.7125	573.0068	0	979.1353	587.226
0	8	0.0	-1.0000	-1.0000	4	924.4115	569.7174	0	0.4815	0.474
0	8	16.7	998.3483	601.6004	0	930.5427	576.2173	0	964.4455	588.908
0	8	33.4	1018.9178	576.6966	0	907.1638	544.9748	0	963.0408	560.835
0	8	50.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	66.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	83.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	100.0	995.8126	563.8069	0	920.2160	550.4254	0	958.0143	557.116
0	8	116.6	983.2298	575.2898	0	929.1036	589.1924	0	956.1667	582.241
0	8	133.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	150.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	166.6	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	183.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	199.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	216.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	233.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	249.9	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	266.6	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	283.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	299.9	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	8	316.5	996.6479	582.2088	0	942.8826	571.3872	0	969.7653	576.798
0	8	333.1	1010.8930	595.2896	0	913.1795	592.0174	0	962.0362	593.653
0	8	349.8	982.0546	567.5612	0	890.3920	584.2663	0	936.2233	575.913
0	8	366.4	1002.0408	596.9405	0	921.1190	570.1074	0	961.5799	583.524
0	8	383.1	-1.0000	-1.0000	4	935.3854	571.2682	0	0.4872	0.476
0	8	399.7	1002.4613	582.3601	0	944.1071	574.4449	0	973.2842	578.402
0	8	416.4	985.2375	560.2623	0	926.8315	569.6918	0	956.0345	564.977
0	8	433.1	991.5339	595.9139	0	923.1866	571.1284	0	957.3602	583.521
0	8	449.7	975.0344	583.0138	0	931.4939	588.7780	0	953.2642	585.895
0	8	466.3	995.4993	585.1981	0	927.2677	610.1074	0	961.3835	597.652
0	8	483.1	991.0732	587.1606	0	920.5058	600.7900	0	955.7895	593.975
0	9	0.0	987.1320	611.6188	0	958.4302	584.5391	0	972.7811	598.079
0	9	16.7	991.4405	594.4275	0	954.9664	570.9366	0	973.2035	582.682
0	9	33.4	986.4386	600.3899	0	959.6435	567.6397	0	973.0410	584.014
0	9	50.0	979.0945	601.7806	0	942.1775	565.1445	0	960.6360	583.462
0	9	66.6	976.8487	594.4942	0	938.1721	585.8687	0	957.5104	590.181
0	9	83.4	986.0989	608.6048	0	945.4988	582.5721	0	965.7988	595.588
0	9	100.0	991.0499	602.9481	0	944.4384	585.6450	0	967.7442	594.296
0	9	116.6	980.7927	609.2359	0	955.2845	574.0187	0	968.0386	591.627
0	9	133.2	985.0023	600.3304	0	947.5442	586.2939	0	966.2733	593.312
0	9	150.0	996.1291	601.5226	0	953.4319	587.6476	0	974.7805	594.585
0	9	166.6	1001.8770	584.8734	0	946.6991	592.6714	0	974.2880	588.772
0	9	183.2	964.1985	609.2268	0	955.3515	574.0543	0	959.7750	591.640
0	9	199.8	974.1630	592.1126	0	967.5296	583.6060	0	970.8463	587.859
0	9	216.6	970.3795	584.3546	0	947.8695	575.0663	0	959.1245	579.710
0	9	233.2	977.7229	578.8753	0	948.7501	580.7347	0	963.2365	579.805
0	9	249.8	981.8252	591.2654	0	971.7017	602.8409	0	976.7635	597.053
0	9	266.5	975.7697	591.2980	0	957.8017	593.7538	0	966.7857	592.525
0	9	283.2	963.9832	579.5571	0	951.5961	584.4989	0	957.7896	582.028
0	9	299.8	975.3663	590.3577	0	948.7856	590.2126	0	962.0759	590.285
0	9	316.4	960.6056	584.3383	0	949.5510	586.8309	0	955.0783	585.584
0	9	333.1	975.3682	577.7284	0	942.3272	590.6425	0	958.8477	584.185
0	9	349.8	970.9265	582.9963	0	947.7898	599.6204	0	959.3582	591.308
0	9	366.4	970.3161	588.4907	0	957.9948	594.5200	0	964.1555	591.505
0	9	383.1	977.9535	610.1544	0	960.7781	581.2229	0	969.3658	595.688
0	9	399.7	984.2098	607.3090	0	968.5836	589.2299	0	976.3967	598.269
0	9	416.4	972.6305	603.0792	0	957.9294	588.2808	0	965.2799	595.680
0	9	433.1	972.4051	621.2611	0	943.5842	597.0237	0	957.9947	609.142
0	9	449.7	978.6146	616.8115	0	942.7139	592.3819	0	960.6642	604.596
0	9	466.3	963.4821	643.6023	0	948.1558	572.2550	0	955.8189	607.928
0	9	483.0	992.6903	609.6873	0	944.6578	582.2170	0	968.6741	595.952
0	10	0.0	991.6257	578.8935	0	943.9084	571.7143	0	967.7670	575.303
0	10	16.6	986.1615	572.3367	0	942.1944	566.0338	0	964.1779	569.185
0	10	33.2	993.8904	584.8946	0	934.5534	580.9622	0	964.2219	582.928
0	10	49.9	991.4233	597.9024	0	953.1252	572.5834	0	972.2742	585.242
0	10	66.6	1001.2979	585.0166	0	946.2643	564.2644	0	973.7811	574.640
0	10	83.2	971.6815	579.5887	0	957.5364	560.8059	0	964.6089	570.197
0	10	99.9	985.6657	559.3133	0	954.6416	579.7134	0	970.1536	569.513
0	10	116.5	984.7563	595.4535	0	949.1048	586.8394	0	966.9306	591.146
0	10	133.2	981.8015	577.6047	0	948.7113	581.3293	0	965.2564	579.467
0	10	149.8	977.4309	610.6600	0	955.6680	580.2352	0	966.5494	595.447
0	10	166.5	983.2461	600.5648	0	962.8818	585.2245	0	973.0640	592.894
0	10	183.1	984.7548	603.9693	0	955.9663	606.1451	0	970.3605	605.057
0	10	199.8	980.3268	622.1869	0	965.3871	594.8362	0	972.8569	608.511
0	10	216.5	970.4004	620.8499	0	953.2977	590.3985	0	961.8490	605.624
0	10	233.1	969.2856	618.4080	0	957.8379	592.6613	0	963.5617	605.534
0	10	249.7	986.6008	613.1034	0	946.1299	597.8748	0	966.3653	605.489
0	10	266.5	976.0842	634.4723	0	954.2394	607.8320	0	965.1618	621.152
0	10	283.1	977.1290	609.0840	0	965.0807	591.9473	0	971.1049	600.515
0	10	299.7	992.3508	627.9251	0	958.8133	600.7895	0	975.5821	614.357
0	10	316.4	989.4006	615.5512	0	957.4024	609.9165	0	973.4015	612.733
0	10	333.1	975.7829	619.5763	0	930.2445	599.9284	0	953.0137	609.752
0	10	349.7	990.2455	616.3097	0	939.7656	600.3568	0	965.0056	608.333
0	10	366.3	982.1346	617.7039	0	962.6885	607.1000	0	972.4116	612.402
0	10	382.9	986.8896	605.4009	0	963.7221	597.8494	0	975.3059	601.625
0	10	399.7	971.1059	608.0768	0	963.4553	597.4014	0	967.2806	602.739
0	10	416.3	973.1934	608.4070	0	949.9467	584.4710	0	961.5701	596.439
0	10	432.9	981.3891	619.0350	0	941.0240	578.9459	0	961.2065	598.990
0	10	449.6	971.9554	609.6803	0	955.3500	581.3732	0	963.6527	595.526
0	10	466.3	977.7224	627.1513	0	951.7820	584.6687	0	964.7522	605.910
0	10	482.9	983.7709	611.7491	0	939.9361	593.4110	0	961.8535	602.580
0	11	0.0	980.8437	613.1693	0	952.5321	588.0908	0	966.6879	600.630
0	11	16.6	965.0214	609.9520	0	925.5885	610.1287	0	945.3050	610.040
0	11	33.4	967.8777	608.9863	0	950.9977	599.2235	0	959.4377	604.104
0	11	50.0	965.7226	603.3757	0	938.8295	597.3510	0	952.2761	600.363
0	11	66.6	970.7477	618.9164	0	959.7887	607.7271	0	965.2682	613.321
0	11	83.2	974.0488	605.3382	0	961.8155	595.3926	0	967.9322	600.365
0	11	100.0	989.7870	597.3838	0	941.9767	596.8279	0	965.8818	597.105
0	11	116.6	991.0576	608.5427	0	959.0787	581.3086	0	975.0682	594.925
0	11	133.2	993.7871	599.4607	0	961.2312	590.4687	0	977.5092	594.964
0	11	149.8	974.1241	616.9443	0	961.1187	550.4162	0	967.6214	583.680
0	11	166.6	984.4069	599.4568	0	944.6381	605.4601	0	964.5225	602.458
0	11	183.2	989.6903	603.0467	0	950.9459	599.3538	0	970.3181	601.200
0	11	199.8	980.4875	596.8353	0	944.4898	609.7521	0	962.4887	603.293
0	11	216.5	986.3654	612.9005	0	952.5500	598.6977	0	969.4577	605.799
0	11	233.2	985.0295	604.6252	0	939.2249	609.5728	0	962.1272	607.099
0	11	249.8	984.4861	601.4623	0	939.2078	601.8801	0	961.8469	601.671
0	11	266.5	975.5841	625.8307	0	935.4243	600.4464	0	955.5042	613.138
0	11	283.1	962.9512	585.3565	0	954.2394	606.3063	0	958.5953	595.831
0	11	299.8	980.9178	626.9899	0	969.9853	584.4077	0	975.4515	605.698
0	11	316.4	993.4855	597.9709	0	949.1370	606.4372	0	971.3112	602.204
0	11	333.1	989.7087	602.6477	0	938.1779	599.7469	0	963.9433	601.197
0	11	349.7	983.5914	593.0078	0	964.1758	604.5773	0	973.8836	598.792
0	11	366.4	997.9611	592.9721	0	961.5976	599.7423	0	979.7794	596.357
0	11	383.1	979.7955	600.3341	0	935.6083	616.5815	0	957.7019	608.457
0	11	399.7	981.8435	605.7745	0	961.2085	607.9529	0	971.5260	606.863
0	11	416.3	986.5268	608.8424	0	967.3710	599.4083	0	976.9489	604.125
0	11	433.1	987.1982	620.1382	0	947.2607	594.8260	0	967.2295	607.482
0	11	449.7	983.5622	603.9791	0	957.7007	597.8929	0	970.6315	600.936
0	11	466.3	988.4815	611.2193	0	936.6888	604.4596	0	962.5852	607.839
0	11	482.9	979.4850	608.6049	0	969.4623	605.5354	0	974.4736	607.070
0	12	0.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	12	16.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	12	33.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	12	49.9	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	12	66.6	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	12	83.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.000
0	12	99.9	983.5377	584.4434	0	961.0600	543.4979	0	972.2988	563.970
0	12	116.5	974.4887	570.3979	0	972.5523	569.3200	0	973.5205	569.859
0	12	133.3	988.5982	580.6532	0	960.7578	600.9651	0	974.6780	590.809
0	12	149.9	987.4112	588.1512	0	960.1398	571.5337	0	973.7755	579.842
0	12	166.5	970.2943	604.8151	0	969.6524	582.0972	0	969.9734	593.456
0	12	183.1	981.7101	619.7249	0	969.7888	579.6275	0	975.7495	599.676
0	12	199.9	995.4508	589.4234	0	947.8077	572.4344	0	971.6292	580.928
0	12	216.5	974.4687	606.9693	0	954.1240	577.6282	0	964.2964	592.298
0	12	233.1	973.4290	603.8897	0	961.3618	581.1921	0	967.3954	592.540
0	12	249.8	979.0658	604.1670	0	963.6354	585.4689	0	971.3506	594.818
0	12	266.5	981.7216	596.1584	0	953.9619	566.0915	0	967.8417	581.124
0	12	283.1	983.2063	590.6400	0	950.9771	575.9721	0	967.0917	583.306
0	12	299.7	986.2978	607.0085	0	946.3336	572.6337	0	966.3157	589.821
0	12	316.4	966.9649	599.9902	0	962.5984	580.8314	0	964.7816	590.410
0	12	333.1	982.9579	609.5552	0	953.5226	587.0432	0	968.2403	598.299
